id,articles
908,"Following the Clean Naira Note Policy and Banknote Fitness Guidelines document presented by the central bank of Nigeria (CBN), the Association of Bureaux De Change Operators of Nigeria (ABCON) has declared its support for the Policy which is meant to remove dirty, mutilated and unfit Naira notes in circulation from the financial system.  ABCON President, Dr. Aminu Gwadabe, stated in Lagos that the launch of the policy is not only apt, but timely, given the high volume of unfit and dirty notes in circulation across the country. He said the policy would discourage the attitude of the public in stashing notes in their homes and farms as witnessed recently.  According to him, the policy will also increase the level of money supply in the economy, and subsequently deepen the volume and valueof credit available to real sector operators and other major segments of the economy. He said the policy entails diverse currency management plans geared towards the efficient circulation of premium quality banknotes and withdrawal of unfit/soiled banknotes. This, he said, will guarantee public confidence and usage of the naira banknotes as a medium of exchange.  Gwadabe said, the move by the CBN to clean the estimated 7.9 trillion Naira pieces in circulation will enhance transparent currency management system, promote financial inclusion and enhance confidence of the informal sector in the financial system.  He added that the CBN has through the new policy plans, demonstrated its commitment to seamless payment system adding that the regulator has the obligation of providing adequate supply of clean banknotes to facilitate efficient payment and settlement of transactions by the public, government and banks.
The ABCON chief said the policy remains the first step in its bid to address the sorry state of the notes in circulation and create a new culture for better handling of the local currency. He explained that the clean note policy provides a uniform standard for the circulation of only clean and fit banknotes in the economy adding that the banknote fitness guidelines provide the industry with clear and acceptable criteria for determining the quality of notes in circulation. "
912,"The Federal Government said a policy that will remove the ownership of liquified Petroleum Gas cylinders from consumers is under way.
According to FG, it is a move that would help deepen the use of LPG, Popularly known as cooking gas, adding that the government had reached an agreement with two Original cylinder manufacturers to deliver 600,000 cylinders to LPG distributors on credit with a payment period of 18 months.
The Senior Technical Assistant to the Minister of State for Petroleum Resources on Downstream and infrastructure, Brenda Ataga, speaking at a stakeholders'forum on LPG penetration said the planned policy on gas cylinders would require that the ownership of the facility ""rests strictly on the dealers or distributors""
Ataga said aside from deepening the penetration and usage of LPG accross the country, the policy would address issues of safety.
She stated that the FG would soon ccommence a clampdown on illegal roadside LPG dealers and urged operators to immediately convert their outlets to micro distribution center.
""The MDCs will essentially create and introduce into the market what we call the cylinder exchange programme, whereby the cylinders are owned by the distributors,""
""There is no need for you to decant for anybody that comes in, and that eliminates illegal risks as well. You would be tied to you and exchange it with your customers because you know your customers already.
""Your customer pay for only the content, while you own the Cylinders and control the management of those cylinders.""
Ataga said the reasons for this policy ""it is for us to be able to at any point in time, discern and discover cylinders that are bad, cylinders that need recertification and cylinders that need to be removed from circulation."
913,"The Nigeria Communication Commission (NCC) has refuted the story making the rounds that 95.7 million subscribers identification module (SIM) data is rendered invalid as a result of poor technology.
NCC Commissioner for stakeholder management, said the commission is currently undergoing data verification of subscribers across the country.
According to the Commissioner, the subscribers data so far captured by mobile network operators (MNOs) are being cleaned - up and verified in accordance with the national identity management commission (NIMC) act and as directed by the Federal Executive Council.
Dare said it is the usual practice for subscribers data to undergo verification process.
"" The operators, at the point of registration, are expected to capture specific data - biometrics (picture and fingerprint), name, address etc. Once they capture it, they put it together, and from time to time, they send it to NCC through secure electronic means.
""We issued subscriber registration regulations in 2011 together with registration specifications and these have remained substantially the same since then.
According to the Commissioner, "" what we now have is an additional layer of verification via a presidential directive and an enabling law - that all data-collecting agencies of government should harmonise their data with NIMC - because statutorily it is only NIMC that has the powers to create a national citizens' database. and NCC falls within the category of data collecting agencies.
He added that there is no serious problem with Sim data, as the NCC is working with network operators to create any identified gap.
"
914,"Not less than N14.463 billion have been shared by Access Bank Plc to its shareholders for the year ended December 31, 2018. This was make known at the 30th Annual General Meeting (AGM) of the company held yesterday in Lagos.
The board of directors of the bank led by Mosun Belo-Olusoga had suggested a final dividend of 25 kobo per ordinary shares, totaling N7.23 billion, which equals the interim dividend of 25k per ordinary share earlier paid at mid-year. Meanwhile, the bank, alongside its subsidiaries, has posted N95 billion as profit after tax (PAT) for the year.
The Group Managing Director/Chief Executive Officer (GMD/CEO) of the bank, Herbert Wigwe, said the business recorded growth in profits by showing financial strength in a lackluster operating environment.
According to Wigwe, who spoke to shareholders at the bank&rsquo;s 30th Annual General Meeting (AGM) in Lagos on Thursday, also stressed that &ldquo;the strength of the performance reflects a growing franchise supported by digital analytics and customer service touch points.&rdquo;
Gross earnings of the bank went up by 15.2% &ndash; from N459 billion in 2017 to N529 billion in 2018; profit before tax appreciated to N103 billion, 32% higher than the 2017 record of N78 billion and N88 billion in 2016."
915,"The process of establishing a refinery that is meant only for the production of premium motor spirit, known as petrol have been put in place by the Nigerian National Petroleum Corporation.
The corporation had completed the feasibility studies on the new refinery and it was learnt that the facility would utilise the huge amount of condensate in Nigeria for the production of petrol.
The Group General Manager, Greenfield Refineries Department, Sanusi Usman, stated in a report put together by NNPC, that the condensate refinery would particularly focus on the production of PMS, in contrast to what obtained in other conventional refineries.
According to Usman conventional refineries are set up to process crude oil into multiple products such as PMS (petrol), HHK (Kerosene), AGO (diesel). Fuel oil and others. Because you are dealing with high volumes here , you need to build different Units to process and upgrade the quality of the various products.
"" But in the case of a condensate refinery, the feedstock is condensate, not crude oil. And it is just one product you will get from it, which is PMS. This means that it does not need to have many units like a conventional refinery.
He stated that, the reason why the old firm decided to build a condensate refinery was that in Nigeria the problem had always been the scarcity of PMS.
Usman stated that his department was already working with the corporate planning and strategy Division of the NNPC to deliver the condensate refinery.
He said, ""Right now, we are working in collaboration with the Corporate Planning and Strategy Division on the condensate refineries we have completed the feasibility studies on them and we believe that they are projects worth pursuing. We believe that with the support of the NNPC management, we can deliver on them."""
917,"Beneficiaries of deceased Investors have been urged by the securities and Exchange Commission to step up efforts to claim their dividends.
SEC acting Director General, Ms Mary Uduk, said the call was in a bid to reduce the quantum of unclaimed dividends in the Nigerian Capital Market.
The acting D.G stated this at an enlightenment programme for Lagos State Probate Registry in Lagos.
Uduk said the programme was put together to give participants an understanding of the operations of the capital market, especially in the area concerning the transmission of shares and administration of estate.
The acting D.G who was represented by acting Executive Commissioner, operations, SEC, Mr Isyaku Tilda, said the category of deceased Investors had contributed to the growth of unclaimed dividends as their beneficiaries, as indicated in the will or letter of administration, are yet to claim the investments and accrued dividends through the share transmission process.
"" The quantum of unclaimed dividends in the Nigerian Capital Market has been on the increase as investors fail to claim the dividends from their Investment in shares"". She said.
"" The commission is ready to collaborate with the Probate Registry staff members so that together the Nigerian Capital Market can become a desirable investment destination""."
918,"The management of the Nigerian Export - Import Bank, had discredited the report that the chairman of the bank, Dr Joseph Nnanna, was involved in corruption and fraudulent activities in the bank.
The bank said in a statement that the chairman "" is a thorough-bred professional, a former member of staff of international monetary fund, he is currently a deputy governor of the Central Bank of Nigeria and was appointed the chairman of the board of directors of NEXIM bank in March 2018"".
According to the bank, Dr Nnanna had since then worked harmoniously with other board members to reposition the bank to deliver on its mandate and contribute towards achieving the economic diversification strategy of the Federal Government of Nigeria under the Economic Recovery and Growth plan.
"" Our attention has been drawn to the news circulating online indicating that some protecters under the aegis of the so called and faceless ' awareness for Good Governance Group' besieged the presidential Villa gate on Monday, 29 April, 2019, and called for the immediate removal of the Chairman of NEXIM Bank over involvement in corruption and fraudulent activities going on in the bank"""
919,"A special presidential investigation panel for recovery of public property said it might charge Unity Bank with offences of economic sabotage if the bank fails to return the close to N7bn the bank was owing the federal government.
In a statement by the panel's Head Media and Communications, Lucie-Ann Laha, the N7bn ""Represents the sum of $15,561,769.99 and N1.488,455,810.90, being excess and arbitrary charges on accounts of some agencies of government by the bank before the institution of Treasury Single Account"".
According to the statement, the agencies from whose account the ""excess and arbitrary charges"" had been deducted by the bank were the Nigerian Ports Authority, the Nigerian National Petroleum Corporation, the Nigerian Customs service, the Kaduna Refinery and the Nigerian Maritime Administration and Safety Agency.
The statement further stated that the bank had agreed on the amount earlier in February, this year, but ""has neither proffered a payment payment plan nor demonstrated good faith by actually initiating payments,""
The panel had threaten to institute charges against the bank, the panel stated that it ""may slam a charge of economic sabotage on Unity Bank if the bank persists in refusing to return the over seven billion Naira it owes Federal Government to the Federation account,""
The panel led by Chief Okoi Obono-Obla said it had Commissioned a team of experts including forensic auditors to look into the operations e accounts of ministries, Departments and agencies in commercial banks within the country prior to the commencement of TSA.
It said the effort had unearthed some sharp practices and elicited indictments."
920,"The Federal Government said the Warri - Abuja rail project will cost about $3.9 billion (about N1.404 trillion), the money will also cover the building of a seaport at Warri
Minister of Transportation, Rotimi Chibuike Amaechi, made the disclosure when he was on a routine inspection of the ongoing Lagos - Ibadan railway project.
Amaechi while commenting on the pace of work on the Lagos - Ibadan railway stated that about 123 kilometres have been covered, he added that the remaining 38 kilometres of track laying would probably be completed in two weeks.
""We are at Kilometer 123 remaining 38 kilometers, so, we know we will get there before the end of the month. It is just 38 kilometers and they lay three kilometers per day which means in 12 or 13 days, they should be in Ibadan. We are running towards Ibadan outskirt, but we should be at the station by the end of this month."" Amaechi said.
The Minister also stated that work at the Itakpe - Ajaokuta - Warri rail project has gone to Warri and they are using it now, but they have not finished with the station and I expect that by the end of the year they can finish it. For the rail from Warri to Abuja, it will cost $3.9 billion."""
921,"The National Pension Commission had issue about 16,536 private organization certificate of compliance in the 2018 financial year.
PenCom made this known during it's update on compliance of contributory pension scheme by the private sector employers.
According to the commission, cleared firms had remitted the workers' pension deductions into the retirement saving accounts with their respective pension fund administrators.
The commission also noted that in the fourth quarter of 2018, the commission received 3,046 applications for the issuance of pension compliance certificates out of which 2,044 were approved and issued while 1,002 application where rejected for failing to meet appropriate requirements.
""Accordingly the sum of N7.42bn was remitted into the retirement saving accounts of 966,155 employees of the 2,044 organizations.
""Therefore the cumulative number of applications received during the year was 16,536 out of which 16,100 were approved and issued certificates while 436 were rejected.""
The commission stated that the action was necessitated by the increase in the activities of touts, who paraded as agents, with regards to the person clearance certificate.
PenCom re-emphasised that all eligible employers might apply for the pension clearance certificates directly and there was no provision whatsoever for such to be done through an intermediary.
""The commission continued to apply various strategies to ensure compliance with the provisions of the pension reform Act 2014. This include the application of sanctions and collaboration with key stakeholders on public enlightenment compaigns as well as engagement of defaulting employers via pension recovery agents employed by the commission to recover unremitted pension contributions."""
922,"Chinese Government have been commended by president Muhammadu Buhari for her infrastructure support for Nigeria, following the Chinese Railway corporation conclude plan to construct a $250m dry port in Ibadan, Oyo state.
The commendation was done while receiving the chairman of the China Railway Construction Corporation Limited (CRCC), Fenjian Chen, at the presidential Villa.
According to the President, Nigeria's infrastructure had depreciated and deteriorated over the years, affecting the standard of living and leading to loss of lives through avoidable accidents.
President Buhari promised to personally pay attention to the many projects being undertaken in the country for the good of Nigerian people.
According to Chen who led a high Chinese team to meet with the president, said CRCC is an interventional company, operating currently in 124 countries of the world.
Chen stated that the corporation has about 18,000 local employees in Nigeria alone.
""Part of the project CRCC is undertaking include railway, dry port, free trade zone and building of highways. About 40,000 more job are to be created from these.
He disclosed that $250 million dollars will be invested on a dry port in Ibadan, Oyo state and it will decongest the ports in Lagos, and speed up clearance of goods by the customs service."
923,"Following president Muhammadu Buhari reappointment of Godwin Emefiele as Governor of the Central Bank of Nigeria (CBN) for a second term in office, the Senate had on Tuesday begin the screening.
The process followed a motion under executive communication moved by the Senate leader, Ahmed Lawan and seconded by Sen. Philip Aduda at a plenary presided over by Senate President Bukola Saraki at the red chamber in Abuja.
Lawan said, it is my hope that the Distinguished Senate will consider and confirm the nominee in the usual expeditious manner""
Meanwhile, the Senate, during Tuesday plenary commenced legislative work on the request.
Sen. Lawan presented the executive communication, which is on item one of the orders of the day, to the lawmakers.
""I present the executive communication to the house, that the Senate do consider the request of Mr President commander- in - Chief on the renewal of the appointment of Godwin I. Emefiele as Governor of the Central Bank of Nigeria in accordance with section 8(1) and (2) of the CBN Act 2007, "" he said.
After it was seconded by Sen Aduda, the Senate President referred the executive request to the Senate committee on Banking and Finance for further legislative action and report back to the house."
924,"The management of Amazon said it was in talks with employees in Poland after Union threatened strike action seeking higher pay in distribution centres.
The move follows strikes this year in Spain and Germany, where workers demanding higher pay and better working conditions according to Reuters.
"" We continue to run our business as usual, while focusing on direct dialogue with our employees, which is the most effective way to quickly respond to their needs,"" Amazon said.
On Thursday Unions in Poland demanded Amazon nearly double its employees pay, which stands at about $4.58 - $ 5.10 per hour for a lower - level position depending on the region and improve working conditions.
"" Amazon has created more than 14,000 good jobs in Poland with very attractive pay on top of Industry - leading benefits and skills training opportunities - all in a modern, comfortable, safe working environment,"" Amazon said.
Around 1,000 of Amazon's workers in Poland are members of trade Unions."
925,"Bureau De Change operators of Nigeria (ABCON) has lauded the re-appointment of Mr Godwin Emefiele as the CBN Governor for another term.
The association said this development will sustain stability in the foreign exchange market.
The president, ABCON, Alhaji Aminu Gwadabe stated that ""the re-appointment of Mr Godwin Emefiele is a good foundation to continuous foreign exchange market stability. The ABCON exco and its entire members nationwide congratulate the CBN Governor on his re-appointment""
The president stated that Emefiele has excelled in many ways which included, Uniform exchange rates in the market, elimination of exchange rate volatility and the deepening of the foreign exchange market with the introduction of multiple FX windows.
Other achievements by Emefiele included the diversification of the foreign exchange inflows through enhanced investors confidence/diaspora remittances reduction on the import dependence of the economy through several agricultural borrowers schemes and a ban on 42 items that could be readily produced in Nigeria.
Gwadabe added that the CBN Governor was instrumental in formalizing the informal retail foreign exchange market.
He said the association expect the CBN Governor to be as proactive as ever through robust engagements.
""We expect a continuous stakeholder's engagement and the empowerment of BDCs for global best practices. We also expect a downward review of associated regulatory fees paid by BDCs and the upward review of the margin of BDC transactions."""
926,"The Securities and Exchange Commission (SEC) said it has begin the implementation of the report of its technical committee on commodities trading ecosystem
Mr. Isyaku Tilde, the acting executive commissioner (operations) of SEC, stated this when a delegation of Commodity Brokers Association of Nigeria visited the Commission in Abuja
Tilda, who represented the commission's Acting Director General, Ms Mary Uduk, said that SEC was ready to partner with CBAN.
""The aim of SEC is to have an efficient commodities exchange because right now that sector of the capital market is dormant.
""Part of the issues that the committee is trying to address is capacity building and public englightenment campaigns.
""I believe that part of the things CBAN is doing is capacity building, which is one area where we can collaborate going forward"", Tilde said."
927,"The Federal Government said it has spent over N4.33tn which was released to Ministries, Departments and Agencies of government for capital projects.
Minister of Budget and National Planning, Udo Udoma stated this during a press briefing on the activities of the ministries and its parastatals.
Udoma said, the federal government through the ministry of finance was able to release N1.2tn under the 2016 budget for capital spending.
He further said for the 2017 fiscal period, the sum of N1.2tn was released while N1.55tn had been released as of May 8 for the Capital component of the 2018 budget.
The minister said, the focus on capital projects was based on the need to reflate the economy following the recession that the country witnessed in 2016.
""An important strategy we embarked on in order to exit recession was to seek to reflate the economy.""
""This was why we increased the capital budget from 16.1 percent in 2015 to 30.2 percent in 2016, 31.7 percent in 2017, 31.5 percent in 2018 and 26 percent in 2019, we are also able to increased our capital releases."""
928,"Following the N330bn fine imposed on MTN Nigeria in August 2015 by the Industry Regulatory agency, the Nigerian Communication Commission, MTN Nigeria Communication Limited had paid a total of N235bn.
NCC executive vice chairman, Prof Umar Danbatta, made this confirmation during an interview with journalists in Abuja.
Danbatta said emanating from the major industry dispute, Nigerians now had the opportunity to own part of the mobile telecommunications network following the public listing of the company on the Nigeria Stock Exchange
He said, ""we have succeeded in empowering Nigerians to own, control and manage one of the dorminant telecommunications companies in the country by MTN listing on the Nigeria Stock Exchange.
""This is arising from the settlement agreement reached with MTN through the payment of N330bn to the government coffers of which they paid N235bn thereby remaining the last tranche.
""MTN has been listed on the NSE and Nigerians can now buy shares and through this Nigerians will be Financially empowered and socially transformed.""
It can be recalled that NCC had in October 2015 imposed a fine of N1.04tn on MTN for Irregular registration of 5.2 million subscribers.
The company had therefore reduced to N330bn at a prolonged negotiation between the regulatory body and the company.
Public listing was one of the conditions arrived with the telecommunications company.
It also agreed to spread the payment of the fine in tranches over a period of three years."
929,"The Security and Exchange Commission (SEC) has approve the application by MTN Nigeria to register their existing securities.
SEC, Head, Corporate Communication, Efe Ebelo, in a statement quoted the commission's acting Director General, Ms Mary Uduk, as saying that "" MTN sought to come to the market by way of an introduction and they wrote to the SEC last week requesting for the approval to register it's existing shares. That approval has now been granted.""
Report shows that MTN last week applied to the SEC to register the company's existing securities on the Nigeria Stock Exchange (NSE)
According to the Commission spokesperson, the receipt of the application from MTN was confirmed last week.
The commission stated that, this is an indication that SEC is ready to work with companies that are interested in the capital market. We believe that this will also encourage other service provider to come to the market."
930,"About N1.36 billion and 10.29 million dollars belonging to Nigerian Export and Import (NEXIM) bank has been recovered by the special presidential investigation panel for the recovery of public property.
A statement by the head, media and Communications of the panel, Ms Lucie-Ann Laha on Friday, said the fund were recovered from Heritage Bank.
According to Laha, the dollar component of the recovered funds was part of refund of money illegally placed in fixed deposit by previous management of NEXIM Bank to Heritage Bank.
""Upon maturity of the fixed deposit term, however, Heritage Bank failed to return both the capital and accrued interest which cumulatively stands at over 20 million dollars to NEXIM Bank.
"" Over 1.36 billion on the hand is a refund Heritage Bank is making on behalf of paytech technology limited, for which the bank had provided crystallized bank guarantee, on a loan paytech took from NEXIM Bank.
""Paytech failed to pay back.
""These figures are cumulative refunds Heritage Bank has been making to NEXIM Bank since 2017 following the intervention and investigation by the presidential panel.
""The panel found the bank culpable and caused it to refund its indebtedness to NEXIM Bank.
Laha said, all recoveries so far made by the panel have been remitted to NEXIM Bank and more are expected."
931,"Ibom Air, Akwa-ibom state's carrier, has been given Air Operator Certificate (AOC) by the Nigerian Civil Aviation Authority to begin Commercial flight services.
The airline's AOC was issued on Thursday in Lagos.
According to the airline in a statement on its website, said it would commence flight operations on Friday.
""Ibom Air commends the Nigerian Civil Aviation Authority for the objective, professional, competent and thorough manner in which it has conducted our certification process thus far. The statement read.
""Based on our commitment to operate to world-class standards, Ibom Air submitted itself totally to the process.
The process in Nigeria, in terms of the Nigerian Civil Aviation Regulations, is designed to take at least nine months to compete. In the case of Ibom air, we are pleased to say that we are on course to complete the process under seven months""
Ibom Air denied the report that its three aircraft were Canadian registered, were false as all the aircraft had been duly registered in Nigeria.
""All three aircraft were ferred into Nigeria from Canada on their Canadian registration, which is normal, for insurance purposes, But as soon as they arrived in Nigeria, they were deregistered from Canada and assumed their Nigerian registration 5N-BWK, 5N- BWL and 5N-BWM respectively, which they have borne until today,""
We are also pleased to say that we have been busy fine-tuning our internal systems and processes to ensure that we are ready to deliver the world-class Service we have promised from day one,"" the airline said."
932,"The Nigerian National Petroleum Corporation, NNPC, said shortlisted candidates had been scheduled to sit for Computer Based Testing (CBT) on Saturday, June 1, 2019 across the country.
Group General Manager, Group Public Affairs Division, of the NNPC, Mr Ndu Ughamadu, said , ""Notification of progression to the next stage has been sent to all shortlisted candidates via text and e-mail, while others details such as test center and time will be sent on or before the 27th of May, 2019.""
According to Ughamadu validation of credentials of candidates would be a continuous process throughout the exercise, stressing the candidates discovered not to meet the advertised requirements or who had presented false documents at any stage would be withdrawn from the exercise.
He stated that the management of the NNPC commended staff of the corporation who had contributed to the success of the exercise so far, expressing optimism that others who will be called upon to provide support during the upcoming stages would equally discharge their assigned tasks with commitment, integrity and sense of responsibility.
The NNPC had a few weeks back, stated that the CBT would be administered in about 50 centres across the country adding that those who emerged successful in the test would subsequently be invited for oral interviews for final selection"
933,"The National Bureau of Statistics (NBS) had said the nation's economic expanded more slowly in the first quarter of 2019 than in the fourth quarter of last year.
The NBS, in its GDP report for first quarter of 2019, said the GDP grew by 2.01 percent in real terms in the first quarter, compared to 2.38 percent in the fourth quarter of 2018.
Comparing the GDP of first quarter of 2018 and 2019, the agency said first quarter of 2018 recorded real GDP growth rate of 1.89 percent, the Q1 2019 growth rate represented an increase of 0.12 percent points.
According to the NBS "" it is worth noting that general elections were held across the country during the first quarter of 2019 and this may have reflected in the strongest first-quarter performance observed since 2015.
""Aggregate GDP stood at N31.79tn in nominal terms. This aggregate was higher than in the first quarter of 2018 which recorded N28.44trn, representing a year-on-year nominal growth rate of 11.80 percent. The aggregate was, however, lower than in the preceding quarter of N35.23tn, by -9.75 percent."""
934,"The Federal Government says, it is working toward creating four million jobs through oil Palm production in the country.
The permanent secretary, Federal Ministry of Industry, Trade and Investment Sunday Akpan, stated this during the presentation of the draft oil Palm policy document value chain.
The permanent secretary who was represented by Omolu Ope-Ewe, direction of the department of commodity produce and inspectorate (CPI).
Akpan said oil Palm production has the potential to sufficiently and conviently place the country as a major oil Palm producers and exporter. 'as against what is obtainable in the crude oil sector'
"" The essence of the natural oil Palm policy is to guide, regulate, protect and support both public and private Investment in the sector, ""a statement signed by Sorinolu Olayinka, Senior Information Officer in the ministry.
According to Akpan, local oil production currently accounts for 1% as against 70% in the past.
With the policy in place, he said the country would have a document that protects the sector while due diligence would be done to stimulate investment for higher productivity."
935,"To celebrate its 125th anniversary, First Bank of Nigeria Limited organized a 125 kilometre walk across the country.
According to the bank, the relay walk was to commemorate its years of ""Unbroken service to the nation"".
Speaking at the end of the exercise in Lagos, Remi Oni Executive Director of Corporate bank, said the activity is to synergize the staff and customers and make sure the institution achieves more in subsequent years.
""What we are trying to achieve with this relay walk is that it takes teamwork. We are doing this all over the country. It takes collaboration, it takes working together and it takes empowering ourselves to be able to achieve what we have achieve as a bank"" He said.
""Working together and synergizing with ourselves we believe is what we require to make sure the next 25 years or 100 years is brighter for the bank.
"" It is an encouragement to all our staff that it is your tiny bits, done very well and efficiently that contributes to the magnitude of what the bank has achieved. To have operated for 125 years without any Unbroken period is a big milestone.
He stated that, there will be a public lecture and a gala night to celebrate the bank, customers, staff and showcase to the society what FirstBank has contributed in terms of building infrastructure in the country."
936,"About $1billion Chinese loan had been approved by the Federal Executive Council (FEC) for a power project.
FEC made the approval during a meeting presided over by President Muhammadu Buhari at the presidential Villa, Abuja.
According to the Minister of water resources, Suleiman Adamu, the approve loan will be obtained from the China Exim Bank for the Gurara II Hydropower project.
Adamu said the project is aimed at generating 360 megawatts of electricity.
It could be recalled that in 2018, the federal government has also negotiated a loan of about $6 billion with the Chinese bank to the construction of the Ibadan - Kano rail line.
Following the report of taken over of assets by the Chinese bank as seen in other African countries, the Minister of transportation, Rotimi Amaechi express dismay over reports that assets built with China loan in some African countries would be taken over by the Asian giant if the country default.
He said the loan agreement between Nigeria and China does not involve forfeiture of some Nigeria infrastructure if the country failed to pay back.
"" I don't know the arrangement those African countries made with Exim Bank, I do not think we have any problems with repaying our loans,"" Amaechi said."
937,"Nestle group said it is set to sell its skincare businesses to a group led by a swedish private equity firm and the Abu Dhabi investment Authority.
The Swiss Food giant said talks in progress.
According to a statement by Nestle the deal is to sell Nestle skin health is worth 10.2 billion Swiss Francs (9.3 billion euro, $10 - 12 billion)
Nestle Said it expected talks with equity firm EQT and a Subsidiary of the Abu Dhabi investment Authority to be finalized in the second half of 2019.
The deal is subject to approval by regulatory authorities and will be subject to employee consultations. Nestle Said.
Like many other companies, Nestle is currently in reshuffle its portfolio, under the direction of chief executive Mark Schneiker and it had already indicated that skin care products where one of the units that could be sold off.
Base in lausanne and employment about 5,000 people world wide, Nestle posted sales last year of 2.8 billion
Nestle as a whole reported sales of 91.4 billion Swiss Francs in 2018"
994,"Workers of the Nigeria Export Processing Zones Authority (NEPZA) have demand the immediate return of the N14.38 billion withdrawn from her account to the Nigeria Special Economic Zones Company (NSEZCO).
The head of the FCT chapter of the Association of Senior Civil Servants of Nigeria (ASCSN), Comr. Isaac Ojemhenke, said the Minister of Industry, Trade and Investment, Dr. Okechukwu Enelamah, ""illegally and Fraudulently"" transferred the money from NEPZA, which was the agency the money was budgeted for to carry out the Capital projects in special economic zones.
Ojemhenke said the action of the Minister amounted to transferring the functions of NEPZA to NSEZCO and to appropriate public funds to NSEZCO, a private company.
According to Comr. Ojemhenke, Dr. Enelamah was scheming to privatise Kano and Calabar free trade zones to himself and appropriate public funds to the said company in the 2019 budget.
Reacting to the claim in a statement, Dr. Okechukwu Enelamah denied the allegations, saying that the company was a special purpose Vehicle for development of special economic zones."
938,"The National Association of Chambers of Commerce, Industry, Mines and Agriculture (NACCIMA) has urge the federal government to sign the African Continental Free Trade Agreement (AFCTA).
NACCIMA said, the deal will help reposition the country's competitiveness in the area of locally manufactured goods.
According to the immediate past President of the association Chief Iyalode Alaba Lawson, the signing of the agreement would make the local manufacturer to enhance the capacity utilisation.
Lawson noted that it will further put the government on it toes, adding that such trade treaty will lead the country to fixing and improving on the much needed infrastructure required for global competitiveness.
She said that when proper trade policies are put in place and judiciously enforced, the country has nothing to be afraid of, stressing that it would only bring out the best from Nigeria.
Lawson however, regretted the unemployment rate which is still high, she recalled that under her administration she launched an empowerment programme ' catch them young and teach them how to become an entrepreneur using their talents.
She noted that, it has opened the youth entrepreneur centre in 17 states which has trained and empowered over 50 thousand youth entrepreneurs.
""NACCIMA export promotion group is doing extremely well to improve our Gross Domestic Product (GDP), you need to have very good strong export group that will obey the rules and regulations of each country, so that we can compete favourably all over the world,"" Lawson said."
939,"Boeing 737 max said it has completed the software upgrade of its aircraft.
The US firm announced that it had flown the 737 max with the updated software on 207 flight.
Boeing Said that it would provide data to the federal Aviation Administration (FAA) on how pilots interact with controls and displays in different scenarios.
The FAA expected Boeing to submit the upgrade for certification next week.
It could be recalled that an Ethiopian Airlines flight crashed in March, killing all 157 people on board.
It followed the Lion Air disaster in Indonesia in October, in which 189 people died.
Both crashes were link to the Boeing 737 Max's Manoeuvering Characteristics Augmentation System - a new feature on the aircraft which was designed to improve the handling of the plane and to stop it pitching up at too high an angle.
Boeing Said that once information on how pilots work with the upgrade system is submitted to the FAA, it will work the regulator to schedule a certification document.
The company also said it had completed associated simulator testing on the upgraded system and had developed training and education materials that are now being received by the FAA, global regulators and its airline customers.
FAA said it would hold a meeting on 23 May with air regulators from around the world to provide an update on reviews of Boeing's software fix and new pilot training.
Aviation Safety analyst Todd Curtis told the BBC that the US regulators was not the only one that Boeing had to satisfy.
""You also have other national authorities in Canada and the United Kingdom and in Europe who have said they would like to have their own evaluation before certifying this aircraft for flight"" Curtis said.
Pilots are expected to undergo extra training on the new system once it received certification. Mr Curtis said it would take a lot to convince them and other flight crew members that the aircraft was safe."
940,"The Nigeria Financial Intelligence Unit (NFIU) has commended the Federal Inland Revenue Service (FIRS) for the changes in tax administration in the country.
NFIU made this commendation through its Chief Executive Officer, Alhaji Modibbo Hamman Tukur during a courtesy Visit to Mr Tunde Fowler, FIRS Chairman in Abuja.
Tukur stated that FIRS' contribution to the country's revenue through tax is almost at par with oil revenue, adding that Fowler's exploits, in addition to what he inherited are revolutionary.
According to the NFIU Chief, Tax compliance will soon become a key constituent of every criminal investigation by NFIU.
"" The FIRS has been a partner of the NFIU. Our MoU with you underscores the importance of the relationship and how all feel for this country.
""In our record, there is no government agency that recorded so much transition and changes since the advent of this democracy like the FIRS. What happened at the FIRS is a complete revolution and it fell in line with the expectation every democratic society where the citizens are always expected to fund the existence of the community and finance existence of the government and its own welfare and security apparatus. And that is exactly what the FIRS is doing today,"" Tukur said."
941,"The Department of Petroleum Resources (DPR), said it has revoked five oil mining licences(OML) and one oil prospecting licence (OPL) belonging to five companies.
According to a notice issued yesterday the regulating body said the cancellation was based on a presidential directive to "" recover legacy debts"" owned by the companies operating the Licences.
The companies affected include Pan Ocean Oil Corporation (OML98); Allied Energy Resources Nigeria (OML120 and 121); Express Petroleum and Gas Company (OML108); Cavendish Petroleum Nigeria (OML 110) and Submit Oil International (OPL 206).
The body said the revoked licences are located in the onshore, shallow and deepwater areas of the Niger Delta basin."
